#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC,Explicit
21,"Burn The Ships","Steven Curtis Chapman",143,12B,85,2016-08-21,04:56,27,"ccm, christian, christian pop","Heaven In The Real World",1994-01-01,52,8,0,37,0,0,-9,E Major,4,5cquMbrFIRCyOfY83Yifn9,USSP39418946,no
22,"Lord Of The Dance","Steven Curtis Chapman",101,5A,89,2016-08-21,05:14,18,"ccm, christian, christian pop","Greatest Hits",1997-01-01,69,20,0,93,0,10,-5,C Minor,4,1fBgt3zvagk2O9tS0FD1wT,USSP39713228,no
23,"Dive","Steven Curtis Chapman",108,4B,88,2016-08-21,03:57,53,"ccm, christian, christian pop","Speechless",1999-01-01,67,6,0,86,0,50,-5,G#/A♭ Major,4,0GfsZEgIgJfcQ3uLWHZ2o3,USSP39911642,no
24,"Speechless","Steven Curtis Chapman",106,10B,70,2016-08-21,05:06,39,"ccm, christian, christian pop","Speechless",1999-01-01,55,20,0,43,0,30,-5,D Major,4,7pFK96o0T6a5pGKKK6woiz,USSP39911685,no
25,"All Things New","Steven Curtis Chapman",135,7B,85,2016-08-21,05:41,24,"ccm, christian, christian pop","All Things New",2004-01-01,59,1,0,43,0,10,-6,F Major,4,4ULSwMfHcF0NhO60HEG7Fx,USSP30422981,no
26,"Mighty To Save","Michael W. Smith",154,11B,70,2016-08-21,07:57,43,"christian, worship, ccm, gospel","Decades of Worship",2012-00-00,37,5,0,18,0,30,-8,A Major,4,45fEBvlamwauX8nkBzjuEc,USA5W1100608,no
27,"Be Strong and Courageous","Michael W. Smith",138,6B,68,2016-08-21,03:44,22,"christian, worship, ccm, gospel","Project",1983-00-00,61,32,0,76,0,20,-11,A#/B♭ Major,4,7ebhc5zGEeETGBhWzc48KJ,USRR48700005,no
28,"Love In The Light","Michael W. Smith",128,6A,50,2016-08-21,05:34,16,"christian, worship, ccm, gospel","Project",1983-00-00,72,5,0,65,0,0,-14,G Minor,4,6moxSGLexiP2B76WuLyfdV,USRR48700008,no
29,"Rocketown","Michael W. Smith",93,11B,38,2016-08-21,04:34,28,"christian, worship, ccm, gospel","The Big Picture",1986-00-00,63,40,0,27,0,0,-14,A Major,3,4raE8mkcv3wwbsIrTHFGE3,USRR48600005,no
30,"Goin' Thru The Motions","Michael W. Smith",104,8A,91,2016-08-21,04:55,17,"christian, worship, ccm, gospel","The Big Picture",1986-00-00,55,17,16,48,0,50,-10,A Minor,4,38g57YksDKBywuzgpzMg6s,USRR48600008,no
31,"Hosanna","Michael W. Smith",149,11B,20,2016-08-21,02:30,26,"christian, worship, ccm, gospel","Michael W. Smith II",1984-00-00,66,40,0,88,0,0,-22,A Major,4,3BeKgIpFxteOk8UYNII4Uq,USRR48400010,no
